,Category,Original Metadata,Metadata Match,Context,Possible Matches
43,Legal,Other Order Form Terms,Other Order Form Terms,"Metric Stream assumes no liability bereunder for, and shall have no obligation to defend Customer or to pay costs, damages or attorney's fees for any claim based upon: (a) the combination, operation or use of any Services furnished under this Agreement with software, hardware or other materials or services not provided by Metric Stream if such infringement would have been avoided in the absence of such combination, operation, or use; or (b) use of altered Services or services not authorized by Metric Stream, i.e., alterations to the Services by a party other than Metric Stream or not authorized by Metric Stream, if the infringement would have been avoided by the use of unaltered Services that Metric Stream provides to Customer; or (c) use or incorporation in the Services of any design, technique or specification furnished by Customer, if the infringement would not have occurred but for such incorporation or use; or (d) alteration of the Services by a party other than Metric Stream; or (e) Customer's use of the Services other than as permitted under this Agreement, In the event any portion of the Software or Services, including any deliverable under an Order Forin or SOW, is held or is likely to be held to constitute an infringement or misappropriation of intellectual property rights, or the continued provision or use of any Software or Service is enjoined or likely to be enjoined, then Metric Stream, at its own expense, shall (a) procure for Customer the right to continue to use such Software or Services, or (b) modify or replace such Software or Service so that it is non-infringing and of at least equivalent performance and functionality to that prior to such modification or replacement.If none of the foregoing is possible and iſ such Software or Services are found to infringe by a court of competent jurisdiction, Customer will have the right, in its sole discretion, to terminate this Agreement or the relevant Order Form or SOW with respect to such Software or Services, in which case MeiricStream will refund to Customer all amounts paid by Customer for access and use of such Software or Services.Any termination of this Agreement or any Order Form or SOW by Customer under this Section will be without prejudice to any other rights and remedies that Customer inay have under this Agreement or at law or in equity.",[]
44,Time,Renewal Term,Renewal Term,"Metric Stream assumes no liability bereunder for, and shall have no obligation to defend Customer or to pay costs, damages or attorney's fees for any claim based upon: (a) the combination, operation or use of any Services furnished under this Agreement with software, hardware or other materials or services not provided by Metric Stream if such infringement would have been avoided in the absence of such combination, operation, or use; or (b) use of altered Services or services not authorized by Metric Stream, i.e., alterations to the Services by a party other than Metric Stream or not authorized by Metric Stream, if the infringement would have been avoided by the use of unaltered Services that Metric Stream provides to Customer; or (c) use or incorporation in the Services of any design, technique or specification furnished by Customer, if the infringement would not have occurred but for such incorporation or use; or (d) alteration of the Services by a party other than Metric Stream; or (e) Customer's use of the Services other than as permitted under this Agreement, In the event any portion of the Software or Services, including any deliverable under an Order Forin or SOW, is held or is likely to be held to constitute an infringement or misappropriation of intellectual property rights, or the continued provision or use of any Software or Service is enjoined or likely to be enjoined, then Metric Stream, at its own expense, shall (a) procure for Customer the right to continue to use such Software or Services, or (b) modify or replace such Software or Service so that it is non-infringing and of at least equivalent performance and functionality to that prior to such modification or replacement.If none of the foregoing is possible and iſ such Software or Services are found to infringe by a court of competent jurisdiction, Customer will have the right, in its sole discretion, to terminate this Agreement or the relevant Order Form or SOW with respect to such Software or Services, in which case MeiricStream will refund to Customer all amounts paid by Customer for access and use of such Software or Services.Any termination of this Agreement or any Order Form or SOW by Customer under this Section will be without prejudice to any other rights and remedies that Customer inay have under this Agreement or at law or in equity.",[]
45,Legal,Other Order Form Terms,Other Order Form Terms,"If none of the foregoing is possible and iſ such Software or Services are found to infringe by a court of competent jurisdiction, Customer will have the right, in its sole discretion, to terminate this Agreement or the relevant Order Form or SOW with respect to such Software or Services, in which case MeiricStream will refund to Customer all amounts paid by Customer for access and use of such Software or Services.Any termination of this Agreement or any Order Form or SOW by Customer under this Section will be without prejudice to any other rights and remedies that Customer inay have under this Agreement or at law or in equity.4.2 By Customer.",[]
46,Legal,Client Consent required to assign - Y/N,Client Consent,"Any termination of this Agreement or any Order Form or SOW by Customer under this Section will be without prejudice to any other rights and remedies that Customer inay have under this Agreement or at law or in equity.4.2 By Customer.Customer will indemnify, defend and hold harmless Metric Stream, its Affiliates and their respective officers, directors, employees, agents and representatives (collectively, “Metric Stream Indemnitees”), from any and all losses and/or action brought against Metric Stream arising from, in connection with, or based on allegation of any of the following: (a) alleging Customer's use of the Services in an unlawful manner or in a manner that is in violation of the terms of use provided for in this Agreement, including Exhibit C; or (b) arising from or involving content, data or information provided by Customer; provided that: (i) Metric Stream notifies Customer promptly in writing of any such claim; (ii) MetricStream does not enter into any settlement or compromise of any claim without Customer's prior written consent; and (iii) Customer has sole control of any such action or settlement negotiations.",[]
47,Legal,Client Consent required to assign - Y/N,Client Consent,"4.2 By Customer.Customer will indemnify, defend and hold harmless Metric Stream, its Affiliates and their respective officers, directors, employees, agents and representatives (collectively, “Metric Stream Indemnitees”), from any and all losses and/or action brought against Metric Stream arising from, in connection with, or based on allegation of any of the following: (a) alleging Customer's use of the Services in an unlawful manner or in a manner that is in violation of the terms of use provided for in this Agreement, including Exhibit C; or (b) arising from or involving content, data or information provided by Customer; provided that: (i) Metric Stream notifies Customer promptly in writing of any such claim; (ii) MetricStream does not enter into any settlement or compromise of any claim without Customer's prior written consent; and (iii) Customer has sole control of any such action or settlement negotiations.Metric Stream shall provide Customer with reasonable information and assistance, at Customer's expense, necessary to settle or defend such claim.",[]
48,Legal,Client Consent required to assign - Y/N,Client Consent,"Customer will indemnify, defend and hold harmless Metric Stream, its Affiliates and their respective officers, directors, employees, agents and representatives (collectively, “Metric Stream Indemnitees”), from any and all losses and/or action brought against Metric Stream arising from, in connection with, or based on allegation of any of the following: (a) alleging Customer's use of the Services in an unlawful manner or in a manner that is in violation of the terms of use provided for in this Agreement, including Exhibit C; or (b) arising from or involving content, data or information provided by Customer; provided that: (i) Metric Stream notifies Customer promptly in writing of any such claim; (ii) MetricStream does not enter into any settlement or compromise of any claim without Customer's prior written consent; and (iii) Customer has sole control of any such action or settlement negotiations.Metric Stream shall provide Customer with reasonable information and assistance, at Customer's expense, necessary to settle or defend such claim.4.3 By MetricStream.",[]
49,Agreement,breach,breach,"4.3 By MetricStream.MetricStream will defend, at its expense, any action brought against Customer: (a) alleging MetricStream's provision of the Services in an unlawful manner or in a manner inconsistent with the terms of this Agreeinerit, including Exhibit C; (b) Metric Stream's breach or any representation, warranty, and covenant set forth herein; (c) Metric Stream's breach of its obligations with respect to Confidential Data; (d) any injury or damage to any persons or property by reason of any act or omission by Metric Stream or Metric Stream Personnel in, upon or about the premises owned, operated or under the control of Customer; and (e) any negligent act or omission or intentional wrongdoing of Metric Stream; provided that: (i) Customer notifies MetricStream promptly in writing of any such claim; (ii) Customer does not enter into any settlement or compromise of any claim without MetricStream's prior written consent; and (iii) MetricStream has sole control of any such action or settlement negotiations.Customer shall provide MetricStream with reasonable information and assistance, at MetricStream's expense, necessary to settle or defend such claim, 5.0 LIMITED WARRANTY 5.1 Services.",[]
50,Legal,Client Consent required to assign - Y/N,Client Consent,"4.3 By MetricStream.MetricStream will defend, at its expense, any action brought against Customer: (a) alleging MetricStream's provision of the Services in an unlawful manner or in a manner inconsistent with the terms of this Agreeinerit, including Exhibit C; (b) Metric Stream's breach or any representation, warranty, and covenant set forth herein; (c) Metric Stream's breach of its obligations with respect to Confidential Data; (d) any injury or damage to any persons or property by reason of any act or omission by Metric Stream or Metric Stream Personnel in, upon or about the premises owned, operated or under the control of Customer; and (e) any negligent act or omission or intentional wrongdoing of Metric Stream; provided that: (i) Customer notifies MetricStream promptly in writing of any such claim; (ii) Customer does not enter into any settlement or compromise of any claim without MetricStream's prior written consent; and (iii) MetricStream has sole control of any such action or settlement negotiations.Customer shall provide MetricStream with reasonable information and assistance, at MetricStream's expense, necessary to settle or defend such claim, 5.0 LIMITED WARRANTY 5.1 Services.",[]
51,Legal,Client Consent required to assign - Y/N,Client Consent,"MetricStream will defend, at its expense, any action brought against Customer: (a) alleging MetricStream's provision of the Services in an unlawful manner or in a manner inconsistent with the terms of this Agreeinerit, including Exhibit C; (b) Metric Stream's breach or any representation, warranty, and covenant set forth herein; (c) Metric Stream's breach of its obligations with respect to Confidential Data; (d) any injury or damage to any persons or property by reason of any act or omission by Metric Stream or Metric Stream Personnel in, upon or about the premises owned, operated or under the control of Customer; and (e) any negligent act or omission or intentional wrongdoing of Metric Stream; provided that: (i) Customer notifies MetricStream promptly in writing of any such claim; (ii) Customer does not enter into any settlement or compromise of any claim without MetricStream's prior written consent; and (iii) MetricStream has sole control of any such action or settlement negotiations.Customer shall provide MetricStream with reasonable information and assistance, at MetricStream's expense, necessary to settle or defend such claim, 5.0 LIMITED WARRANTY 5.1 Services.Metric Stream warrants that the Cloud Services and Professional Services (a) will be performed in a good and workmanlike manner and in all material respects in accordance with Exhibit B and in accordance with applicable industry standards and practices by qualified individuals who have suitable training and experience to perform the Service; and (b) will meet and adhere to the requirements of the Service Level Agreement (the “SLA"") contained in Exhibit B. 5.2 Other Warranties.",[]
52,Legal,SLA,SLA,"Customer shall provide MetricStream with reasonable information and assistance, at MetricStream's expense, necessary to settle or defend such claim, 5.0 LIMITED WARRANTY 5.1 Services.Metric Stream warrants that the Cloud Services and Professional Services (a) will be performed in a good and workmanlike manner and in all material respects in accordance with Exhibit B and in accordance with applicable industry standards and practices by qualified individuals who have suitable training and experience to perform the Service; and (b) will meet and adhere to the requirements of the Service Level Agreement (the “SLA"") contained in Exhibit B. 5.2 Other Warranties.In addition to the warranties provide in Section 5.1, Metric Stream hereby warrants and represents that: a) Non-Infringement (1) MetricStream has and will have all rights, titles, licenses and intellectual property, permissions and approvals necessary in connection with its perforinance under this Agreement and to grant Customer the licenses and rights contained herein; and (b) none of the Services or the provision or utilization thereof as contemplated under this Agreement, do or will infringe, violate, trespass or in any manner contravene or breach or constitute the unauthorized use or misappropriation of any intellectual property of any third party, 5) Viruses and Other Disabling or Hostile Code.",[]
53,Agreement,breach,breach,"Metric Stream warrants that the Cloud Services and Professional Services (a) will be performed in a good and workmanlike manner and in all material respects in accordance with Exhibit B and in accordance with applicable industry standards and practices by qualified individuals who have suitable training and experience to perform the Service; and (b) will meet and adhere to the requirements of the Service Level Agreement (the “SLA"") contained in Exhibit B. 5.2 Other Warranties.In addition to the warranties provide in Section 5.1, Metric Stream hereby warrants and represents that: a) Non-Infringement (1) MetricStream has and will have all rights, titles, licenses and intellectual property, permissions and approvals necessary in connection with its perforinance under this Agreement and to grant Customer the licenses and rights contained herein; and (b) none of the Services or the provision or utilization thereof as contemplated under this Agreement, do or will infringe, violate, trespass or in any manner contravene or breach or constitute the unauthorized use or misappropriation of any intellectual property of any third party, 5) Viruses and Other Disabling or Hostile Code.Any software or firmware used or provided in the course of the Services do not and will not contain, and Metric Stream will not insert, any computer code (i) designed to disrupi, disable, harm, or otherwise impede the operation of the Services or such software or firmware or any 4 Page 1.02 April 2016    MetricStream computer or network; (ii) that would permit Metric Stream or any third party to access the software or firmware or any computer or network; or (iji) that would permit Metric Stream or any third party to track, monitor or otherwise report the operation and use of the software or firmware or any computer or network system by Customer or any of its customers or clients, c) Due Authority. (","['the Service Level Agreement', 'Exhibit B. 5.2 Other Warranties', 'Section 5.1']"
54,Agreement,breach,breach,"Metric Stream warrants that the Cloud Services and Professional Services (a) will be performed in a good and workmanlike manner and in all material respects in accordance with Exhibit B and in accordance with applicable industry standards and practices by qualified individuals who have suitable training and experience to perform the Service; and (b) will meet and adhere to the requirements of the Service Level Agreement (the “SLA"") contained in Exhibit B. 5.2 Other Warranties.In addition to the warranties provide in Section 5.1, Metric Stream hereby warrants and represents that: a) Non-Infringement (1) MetricStream has and will have all rights, titles, licenses and intellectual property, permissions and approvals necessary in connection with its perforinance under this Agreement and to grant Customer the licenses and rights contained herein; and (b) none of the Services or the provision or utilization thereof as contemplated under this Agreement, do or will infringe, violate, trespass or in any manner contravene or breach or constitute the unauthorized use or misappropriation of any intellectual property of any third party, 5) Viruses and Other Disabling or Hostile Code.Any software or firmware used or provided in the course of the Services do not and will not contain, and Metric Stream will not insert, any computer code (i) designed to disrupi, disable, harm, or otherwise impede the operation of the Services or such software or firmware or any 4 Page 1.02 April 2016    MetricStream computer or network; (ii) that would permit Metric Stream or any third party to access the software or firmware or any computer or network; or (iji) that would permit Metric Stream or any third party to track, monitor or otherwise report the operation and use of the software or firmware or any computer or network system by Customer or any of its customers or clients, c) Due Authority. (","['the Service Level Agreement', 'Exhibit B. 5.2 Other Warranties', 'Section 5.1']"
55,Agreement,breach,breach,"Any software or firmware used or provided in the course of the Services do not and will not contain, and Metric Stream will not insert, any computer code (i) designed to disrupi, disable, harm, or otherwise impede the operation of the Services or such software or firmware or any 4 Page 1.02 April 2016    MetricStream computer or network; (ii) that would permit Metric Stream or any third party to access the software or firmware or any computer or network; or (iji) that would permit Metric Stream or any third party to track, monitor or otherwise report the operation and use of the software or firmware or any computer or network system by Customer or any of its customers or clients, c) Due Authority. (i) Metric Stream is duly incorporated or registered, validly existing and in good standing under the laws of its state of incorporation; (ii) it has the requisite corporate power and authority to execute this Agreement and perform its obligations under this Agreement; (iii) execution and performance of this Agreement has been duly authorized by the requisite corporate or other governing action on the part of MetricStream; and (iv) execution and performance of this Agreement will not violate or contravene the terms of any agreement or obligation between vendor and third parties, including any judgment or order.d) Background Screening.",[]
56,Legal,Governing Law,Governing Law,"Any software or firmware used or provided in the course of the Services do not and will not contain, and Metric Stream will not insert, any computer code (i) designed to disrupi, disable, harm, or otherwise impede the operation of the Services or such software or firmware or any 4 Page 1.02 April 2016    MetricStream computer or network; (ii) that would permit Metric Stream or any third party to access the software or firmware or any computer or network; or (iji) that would permit Metric Stream or any third party to track, monitor or otherwise report the operation and use of the software or firmware or any computer or network system by Customer or any of its customers or clients, c) Due Authority. (i) Metric Stream is duly incorporated or registered, validly existing and in good standing under the laws of its state of incorporation; (ii) it has the requisite corporate power and authority to execute this Agreement and perform its obligations under this Agreement; (iii) execution and performance of this Agreement has been duly authorized by the requisite corporate or other governing action on the part of MetricStream; and (iv) execution and performance of this Agreement will not violate or contravene the terms of any agreement or obligation between vendor and third parties, including any judgment or order.d) Background Screening.",[]
57,Legal,Other Order Form Terms,Other Order Form Terms,"Any software or firmware used or provided in the course of the Services do not and will not contain, and Metric Stream will not insert, any computer code (i) designed to disrupi, disable, harm, or otherwise impede the operation of the Services or such software or firmware or any 4 Page 1.02 April 2016    MetricStream computer or network; (ii) that would permit Metric Stream or any third party to access the software or firmware or any computer or network; or (iji) that would permit Metric Stream or any third party to track, monitor or otherwise report the operation and use of the software or firmware or any computer or network system by Customer or any of its customers or clients, c) Due Authority. (i) Metric Stream is duly incorporated or registered, validly existing and in good standing under the laws of its state of incorporation; (ii) it has the requisite corporate power and authority to execute this Agreement and perform its obligations under this Agreement; (iii) execution and performance of this Agreement has been duly authorized by the requisite corporate or other governing action on the part of MetricStream; and (iv) execution and performance of this Agreement will not violate or contravene the terms of any agreement or obligation between vendor and third parties, including any judgment or order.d) Background Screening.",[]
58,Legal,"Credit SLA, SLA","Credit SLA, SLA","In addition, if any such audit reveals an overcharge of more than ten percent (10%) of the audited amounts, MetricStream shall promptly reimburse Customer for the actual cost of such audit.5 Page 1.02 April 2016    MetricStream 6.5 Payment of Refunds or Credits due to Customer.In the event that the Customer is owed a refund or credit pursuant to the terins of this Agreement or any attached exhibit, including, but not limited to credits that may be owed under the applicable SLA, then, at the Customer's discretion, the Customer may either elect to have the refund or credit included in the next invoice to be provided by Metric Stream or to have the refund or credit paid to Customer in the form of a check.",[]
59,Legal,"Credit SLA, SLA","Credit SLA, SLA","5 Page 1.02 April 2016    MetricStream 6.5 Payment of Refunds or Credits due to Customer.In the event that the Customer is owed a refund or credit pursuant to the terins of this Agreement or any attached exhibit, including, but not limited to credits that may be owed under the applicable SLA, then, at the Customer's discretion, the Customer may either elect to have the refund or credit included in the next invoice to be provided by Metric Stream or to have the refund or credit paid to Customer in the form of a check.If the Customer elects to receive the refund or credit in the form of a check, then Customer shall provide MetricStream with a written request for such and MetricStream shall send Customer a check in the amount of the reſund or credit due no later than ten (10) business days from the date that Customer provided its written request.",[]
60,Legal,SLA,SLA,"5 Page 1.02 April 2016    MetricStream 6.5 Payment of Refunds or Credits due to Customer.In the event that the Customer is owed a refund or credit pursuant to the terins of this Agreement or any attached exhibit, including, but not limited to credits that may be owed under the applicable SLA, then, at the Customer's discretion, the Customer may either elect to have the refund or credit included in the next invoice to be provided by Metric Stream or to have the refund or credit paid to Customer in the form of a check.If the Customer elects to receive the refund or credit in the form of a check, then Customer shall provide MetricStream with a written request for such and MetricStream shall send Customer a check in the amount of the reſund or credit due no later than ten (10) business days from the date that Customer provided its written request.",[]
61,Legal,"Credit SLA, SLA","Credit SLA, SLA","In the event that the Customer is owed a refund or credit pursuant to the terins of this Agreement or any attached exhibit, including, but not limited to credits that may be owed under the applicable SLA, then, at the Customer's discretion, the Customer may either elect to have the refund or credit included in the next invoice to be provided by Metric Stream or to have the refund or credit paid to Customer in the form of a check.If the Customer elects to receive the refund or credit in the form of a check, then Customer shall provide MetricStream with a written request for such and MetricStream shall send Customer a check in the amount of the reſund or credit due no later than ten (10) business days from the date that Customer provided its written request.7.0 CONFIDENTIAL INFORMATION.",[]
62,Agreement,breach,breach,"The Receiving Party shall pay to Disclosing Party all expenses related to unauthorized possession, access, use, knowledge, disclosure or loss of Disclosing Party's Confidential Information.Each party agrees that the Confidential Information obligations hereunder are necessary and reasonable in order to protect the other party and the other party's business, and expressly agrees that monetary damages would be inadequate to compensate the other party for any breach by either party of any covenants and agreements set forth herein.Accordingly, each party agrees and acknowledges that any such violation or threatened violation will cause irreparable injury to the other party and that, in addition 10 any other remedies that may be available, in law, in equity or otherwise, the other party shall be entitled to obtain injunctive relief against the threatened breach of this Agreement or the continuation of any such breach, without the necessity of proving actual damages.",['the Confidential Information']
63,Agreement,backup,backup,"Each party agrees that the Confidential Information obligations hereunder are necessary and reasonable in order to protect the other party and the other party's business, and expressly agrees that monetary damages would be inadequate to compensate the other party for any breach by either party of any covenants and agreements set forth herein.Accordingly, each party agrees and acknowledges that any such violation or threatened violation will cause irreparable injury to the other party and that, in addition 10 any other remedies that may be available, in law, in equity or otherwise, the other party shall be entitled to obtain injunctive relief against the threatened breach of this Agreement or the continuation of any such breach, without the necessity of proving actual damages.Metric Stream may perform all Services on behalf of Customer at any Customer or Metric Stream location, including any authorized Metric Stream locations outside of the United States, currently Metric Stream's India location.",[]
64,Agreement,breach,breach,"Each party agrees that the Confidential Information obligations hereunder are necessary and reasonable in order to protect the other party and the other party's business, and expressly agrees that monetary damages would be inadequate to compensate the other party for any breach by either party of any covenants and agreements set forth herein.Accordingly, each party agrees and acknowledges that any such violation or threatened violation will cause irreparable injury to the other party and that, in addition 10 any other remedies that may be available, in law, in equity or otherwise, the other party shall be entitled to obtain injunctive relief against the threatened breach of this Agreement or the continuation of any such breach, without the necessity of proving actual damages.Metric Stream may perform all Services on behalf of Customer at any Customer or Metric Stream location, including any authorized Metric Stream locations outside of the United States, currently Metric Stream's India location.",[]
65,Legal,"Limitation of liability (Limited—if so X what), if unlimited mark",Limitation of liability,"For the avoidance of doubt Customer data may not be stored outside of the United States.MetricStream will maintain appropriate administrative, technical and physical safeguards to protect all Customer Confidential Information, both within and outside the United States and in accordance with the requirements of this Section 7 of this Agreement, in order to (i) ensure the security and confidentiality of Customer Confidential Information; (ii) protect against threats or hazards to the security or integrity of such Customer Conſidential Information; and (iii) protect against unauthorized access to or use of such Customer Confidential Information, Notwithstanding the foregoing, Pll data may not be sent to India or to any other location outside of the United States, Neither party shall transmit any Personally identifiable Information (PII) outside of the Application.. 8.0 LIMITATION OF LIABILITY AND INSURANCE 8.1 Limitation of Liability.EXCEPT AS SET FORTH IN THIS SECTION 8.1, IN NO EVENT SHALL EITHER PARTY BE LIABLE FOR COSTS OF PROCUREMENT OF SUBSTITUTE GOODS, LOSS OF PROFITS, OR FOR ANY INDIRECT, SPECIAL, CONSEQUENTIAL OR INCIDENTAL DAMAGES, HOWEVER CAUSED, WHETHER FOR BREACH OF WARRANTY, BREACH OF CONTRACT, REPUDIATION OF CONTRACT, NEGLIGENCE OR OTHERWISE.",[]
66,Agreement,breach,breach,"MetricStream will maintain appropriate administrative, technical and physical safeguards to protect all Customer Confidential Information, both within and outside the United States and in accordance with the requirements of this Section 7 of this Agreement, in order to (i) ensure the security and confidentiality of Customer Confidential Information; (ii) protect against threats or hazards to the security or integrity of such Customer Conſidential Information; and (iii) protect against unauthorized access to or use of such Customer Confidential Information, Notwithstanding the foregoing, Pll data may not be sent to India or to any other location outside of the United States, Neither party shall transmit any Personally identifiable Information (PII) outside of the Application.. 8.0 LIMITATION OF LIABILITY AND INSURANCE 8.1 Limitation of Liability.EXCEPT AS SET FORTH IN THIS SECTION 8.1, IN NO EVENT SHALL EITHER PARTY BE LIABLE FOR COSTS OF PROCUREMENT OF SUBSTITUTE GOODS, LOSS OF PROFITS, OR FOR ANY INDIRECT, SPECIAL, CONSEQUENTIAL OR INCIDENTAL DAMAGES, HOWEVER CAUSED, WHETHER FOR BREACH OF WARRANTY, BREACH OF CONTRACT, REPUDIATION OF CONTRACT, NEGLIGENCE OR OTHERWISE.EACH PARTY'S LIABILITY UNDER THIS AGREEMENT OR FOR BREACH OF THIS AGREEMENT SHALL BE LIMITED TO THE AMOUNT OF THE FEES PAID BY CUSTOMER TO METRICSTREAM HEREUNDER DURING THE PREVIOUS EIGHTEEN (18) MONTH PERIOD PRECEDING THE LAST ACT OR OMISSION GIVING RISE TO SUCH LIABILITY, F ANY.",['this Section 7 of this Agreement']
67,Agreement,breach,breach,"EXCEPT AS SET FORTH IN THIS SECTION 8.1, IN NO EVENT SHALL EITHER PARTY BE LIABLE FOR COSTS OF PROCUREMENT OF SUBSTITUTE GOODS, LOSS OF PROFITS, OR FOR ANY INDIRECT, SPECIAL, CONSEQUENTIAL OR INCIDENTAL DAMAGES, HOWEVER CAUSED, WHETHER FOR BREACH OF WARRANTY, BREACH OF CONTRACT, REPUDIATION OF CONTRACT, NEGLIGENCE OR OTHERWISE.EACH PARTY'S LIABILITY UNDER THIS AGREEMENT OR FOR BREACH OF THIS AGREEMENT SHALL BE LIMITED TO THE AMOUNT OF THE FEES PAID BY CUSTOMER TO METRICSTREAM HEREUNDER DURING THE PREVIOUS EIGHTEEN (18) MONTH PERIOD PRECEDING THE LAST ACT OR OMISSION GIVING RISE TO SUCH LIABILITY, F ANY.THE FOREGOING LIMITATION SHALL NOT APPLY TO EITHER PARTY'S GROSS NEGLIGENCE, WILLFUL MISCONDUCT CAUSING BODILY INJURY OR DEATH, OR ANY THIRD PARTY CLAIMS FOR WHICH A PARTY PROVIDES AN INTELLECTUAL PROPERTY INDEMNITY UNDER THIS 61 Pag 1.02 April 2010    MetricStream AGREEMENT.",[]
68,Legal,"Limitation of liability (Limited—if so X what), if unlimited mark",Limitation of liability,"EXCEPT AS SET FORTH IN THIS SECTION 8.1, IN NO EVENT SHALL EITHER PARTY BE LIABLE FOR COSTS OF PROCUREMENT OF SUBSTITUTE GOODS, LOSS OF PROFITS, OR FOR ANY INDIRECT, SPECIAL, CONSEQUENTIAL OR INCIDENTAL DAMAGES, HOWEVER CAUSED, WHETHER FOR BREACH OF WARRANTY, BREACH OF CONTRACT, REPUDIATION OF CONTRACT, NEGLIGENCE OR OTHERWISE.EACH PARTY'S LIABILITY UNDER THIS AGREEMENT OR FOR BREACH OF THIS AGREEMENT SHALL BE LIMITED TO THE AMOUNT OF THE FEES PAID BY CUSTOMER TO METRICSTREAM HEREUNDER DURING THE PREVIOUS EIGHTEEN (18) MONTH PERIOD PRECEDING THE LAST ACT OR OMISSION GIVING RISE TO SUCH LIABILITY, F ANY.THE FOREGOING LIMITATION SHALL NOT APPLY TO EITHER PARTY'S GROSS NEGLIGENCE, WILLFUL MISCONDUCT CAUSING BODILY INJURY OR DEATH, OR ANY THIRD PARTY CLAIMS FOR WHICH A PARTY PROVIDES AN INTELLECTUAL PROPERTY INDEMNITY UNDER THIS 61 Pag 1.02 April 2010    MetricStream AGREEMENT.",[]
69,Agreement,breach,breach,"THE FOREGOING LIMITATION SHALL NOT APPLY TO EITHER PARTY'S GROSS NEGLIGENCE, WILLFUL MISCONDUCT CAUSING BODILY INJURY OR DEATH, OR ANY THIRD PARTY CLAIMS FOR WHICH A PARTY PROVIDES AN INTELLECTUAL PROPERTY INDEMNITY UNDER THIS 61 Pag 1.02 April 2010    MetricStream AGREEMENT.IN ADDITION, THE FOREGOING LIMITATION SHALL NOT APPLY TO CLAIMS ARISING OUT OF BREACH OF THE CONFIDENTIALITY OBLIGATIONS.8.2 Insurance.",[]
70,Legal,"Limitation of liability (Limited—if so X what), if unlimited mark",Limitation of liability,"Metric Stream shall provide Customer written notice of at least thirty (30) days prior to any termination, expiration or change in the coverage(s) required under this Agreement.a) Commercial General Liability: Limits: $1,000,000 minimum limits per occurrence/$2,000,000 Annual Aggregate limit.b) Worker's Compensation and Employers Liability: Statutory Worker's Compensation coverage.",[]
71,Legal,"Limitation of liability (Limited—if so X what), if unlimited mark",Limitation of liability,"a) Commercial General Liability: Limits: $1,000,000 minimum limits per occurrence/$2,000,000 Annual Aggregate limit.b) Worker's Compensation and Employers Liability: Statutory Worker's Compensation coverage.Employers Liability; $1,000,000 bodily injury each accident/ $1,000,000 per employee by discase/ $1,000,000 policy limit by disease.",[]
72,Legal,"Limitation of liability (Limited—if so X what), if unlimited mark",Limitation of liability,"b) Worker's Compensation and Employers Liability: Statutory Worker's Compensation coverage.Employers Liability; $1,000,000 bodily injury each accident/ $1,000,000 per employee by discase/ $1,000,000 policy limit by disease.c) Professional Liability/Errors & Omissions: $1,000,000 minimum limits.",[]
73,Legal,"Limitation of liability (Limited—if so X what), if unlimited mark",Limitation of liability,"Employers Liability; $1,000,000 bodily injury each accident/ $1,000,000 per employee by discase/ $1,000,000 policy limit by disease.c) Professional Liability/Errors & Omissions: $1,000,000 minimum limits.d) Umbrella Liability: Limits: $1,000,000 minimum limits per occurrence and general aggregate.",[]
74,Legal,"Limitation of liability (Limited—if so X what), if unlimited mark",Limitation of liability,"c) Professional Liability/Errors & Omissions: $1,000,000 minimum limits.d) Umbrella Liability: Limits: $1,000,000 minimum limits per occurrence and general aggregate.9.0 GENERAL TERMS 9.1 Modification of the Agreement.",[]
75,Legal,Other Order Form Terms,Other Order Form Terms,"d) Umbrella Liability: Limits: $1,000,000 minimum limits per occurrence and general aggregate.9.0 GENERAL TERMS 9.1 Modification of the Agreement.The terms of this Agreement and the Order Form may only be modified by a written agreement duly signed by both parties hereto.",[]
76,Legal,Other Order Form Terms,Other Order Form Terms,9.0 GENERAL TERMS 9.1 Modification of the Agreement.The terms of this Agreement and the Order Form may only be modified by a written agreement duly signed by both parties hereto.Variance from the terms and conditions of this Agreement in any Customer purchase order or other written notification will be of no effect.,[]
77,Legal,Other Order Form Terms,Other Order Form Terms,The terms of this Agreement and the Order Form may only be modified by a written agreement duly signed by both parties hereto.Variance from the terms and conditions of this Agreement in any Customer purchase order or other written notification will be of no effect.9.2 Assignment.,[]
78,Legal,Governing Law,Governing Law,"The provisions of Sections 7, 8 and 9 shall survive any termination of this Agreement, or such other terms that by their nature should survive the termination of this Agreement.9.4 Governing Law.This Agreement and all acts and transactions pursuant hereto and the rights and obligations of the parties hereto shall be governed, construed and interpreted in accordance with the laws of the State of Illinois and the United States of America, without giving effect to any choice-of-law provision or rule that would cause the application of laws of any other jurisdiction.",[]
79,Legal,Governing Law,Governing Law,"9.4 Governing Law.This Agreement and all acts and transactions pursuant hereto and the rights and obligations of the parties hereto shall be governed, construed and interpreted in accordance with the laws of the State of Illinois and the United States of America, without giving effect to any choice-of-law provision or rule that would cause the application of laws of any other jurisdiction.Any legal action or proceeding arising out of, or connected or relating to this Agreement or any right or obligation created by this Agreement, irrespective of the legal theory or claims underlying any such dispute (including tort and statutory claims), shall be resolved exclusively in any state or federal court located in Cook County, Illinois; Metric Stream and Customer agree to submit to the jurisdiction of, and agree that venue is proper in, these courts in any such legal action or proceeding.",[]
